education_id,education_level,field_of_study,university_ranking,region_of_study,gpa
35455,PhD,Arts,Medium,EU,2.04
35456,Diploma,Engineering,Low,UK,3.16
35457,'Bachelor''s',Engineering,High,EU,2.48
35458,PhD,IT,Medium,Canada,2.83
35459,'Bachelor''s',Arts,High,UK,2.51
35460,'Master''s',Business,Low,EU,3.95
35461,Diploma,Social Sciences,Low,UK,3.42
35462,'Master''s',Social Sciences,Low,UK,2.43
35463,Diploma,Social Sciences,High,Australia,2.92
35464,PhD,IT,Medium,EU,3.54
35465,PhD,Business,High,EU,2.43
35466,'Master''s',IT,Medium,EU,3.92
35467,PhD,Health,High,Canada,3.74
35468,PhD,Engineering,Low,Canada,3.45
35469,'Bachelor''s',IT,Medium,Canada,2.43
35470,Diploma,Social Sciences,High,Canada,3.78
35471,PhD,Health,Low,EU,2.94
35472,PhD,Business,Low,EU,2.69
35473,'Master''s',Arts,Low,Australia,3.73
35474,PhD,Arts,Medium,EU,3.74
35475,'Master''s',IT,Low,UK,3.1
35476,Diploma,Business,Low,UK,3.53
35477,'Bachelor''s',Social Sciences,High,Canada,3.69
35478,'Master''s',IT,High,Canada,3.3
35479,Diploma,Health,Low,EU,3.77
35480,Diploma,IT,Medium,Canada,3.79
35481,'Master''s',Social Sciences,High,UK,2.74
35482,Diploma,IT,Medium,Australia,2.19
35483,PhD,Engineering,Low,Australia,3.58
35484,PhD,Social Sciences,Medium,Canada,3.69
35485,'Bachelor''s',Arts,Medium,UK,2.19
35486,'Master''s',Business,High,UK,2.57
35487,'Bachelor''s',IT,High,Australia,2.58
35488,'Bachelor''s',Business,Low,Canada,2.59
35489,Diploma,Business,Medium,Australia,3.76
35490,Diploma,Engineering,Medium,Canada,3.51
35491,PhD,Social Sciences,Medium,EU,3.47
35492,PhD,Social Sciences,Low,Australia,2.86
35493,Diploma,Engineering,Low,UK,2.91
35494,Diploma,IT,Low,EU,2.23
35495,PhD,Arts,Low,EU,3.39
35496,'Master''s',Business,Low,Canada,3.85
35497,Diploma,Social Sciences,Medium,Canada,2.83
35498,PhD,Business,Medium,EU,2.82
35499,'Bachelor''s',Health,Medium,Canada,3.97
35500,Diploma,Health,High,EU,3.25
35501,Diploma,Engineering,Medium,UK,2.94
35502,Diploma,Engineering,High,UK,3.22
35503,'Master''s',Arts,Low,UK,2.79
35504,'Master''s',IT,Medium,UK,2.19
35505,'Master''s',Business,High,Canada,2.42
35506,PhD,Engineering,Medium,UK,2.46
35507,PhD,IT,Medium,UK,3.79
35508,PhD,Engineering,High,EU,3.31
35509,'Bachelor''s',Engineering,Medium,EU,3.93
35510,PhD,Business,Medium,Australia,2.34
35511,PhD,IT,High,EU,3.52
35512,'Master''s',Engineering,Low,Australia,2.89
35513,PhD,IT,Low,EU,3.78
35514,PhD,Engineering,High,EU,3.83
35515,PhD,Engineering,Low,Australia,2.51
35516,PhD,Social Sciences,Low,UK,2.69
35517,PhD,Health,Low,EU,3.68
35518,PhD,Business,Medium,UK,2.52
35519,'Bachelor''s',Engineering,Low,Canada,3.91
35520,Diploma,Engineering,Low,EU,2.97
35521,'Bachelor''s',Health,High,EU,3.55
35522,PhD,Social Sciences,Low,Australia,3.59
35523,PhD,Business,High,Australia,2.55
35524,'Master''s',Business,High,Canada,2.16
35525,'Bachelor''s',Arts,Medium,UK,2.53
35526,'Bachelor''s',Business,High,EU,2.16
35527,PhD,Engineering,Medium,Canada,3.61
35528,'Bachelor''s',IT,High,EU,2.18
35529,PhD,Social Sciences,Medium,Canada,2.97
35530,'Bachelor''s',Engineering,High,Canada,3.71
35531,PhD,Engineering,High,Canada,2.87
35532,'Bachelor''s',Social Sciences,Low,Australia,2.38
35533,'Master''s',Business,Low,UK,3.57
35534,'Master''s',Social Sciences,Medium,UK,2.39
35535,Diploma,Arts,Low,UK,3.13
35536,Diploma,IT,Medium,UK,2.91
35537,Diploma,Engineering,High,UK,3.61
35538,'Bachelor''s',Social Sciences,Medium,Australia,2.24
35539,'Bachelor''s',Arts,Low,UK,2.91
35540,'Bachelor''s',Engineering,Low,EU,3.79
35541,'Master''s',Arts,High,Canada,2.37
35542,'Master''s',Engineering,Low,EU,2.65
35543,Diploma,Business,Low,UK,2.86
35544,PhD,IT,Medium,EU,3.42
35545,PhD,IT,Low,UK,2.65
35546,'Bachelor''s',Arts,Low,Australia,2.9
35547,Diploma,Social Sciences,High,Australia,3.39
35548,'Master''s',IT,Low,Canada,3.1
35549,PhD,Social Sciences,Medium,EU,3.53
35550,'Bachelor''s',Engineering,Low,UK,3.55
35551,PhD,Health,Low,UK,4.0
35552,Diploma,Engineering,High,EU,2.87
35553,PhD,IT,Medium,Canada,2.49
35554,PhD,Business,High,UK,3.79
35555,Diploma,Social Sciences,Medium,UK,3.14
35556,PhD,Health,Low,EU,3.36
35557,PhD,Health,Medium,Australia,3.2
35558,Diploma,IT,Low,Canada,3.68
35559,PhD,Social Sciences,Medium,Australia,2.92
35560,'Master''s',Social Sciences,High,Canada,1.99
35561,'Bachelor''s',Business,Medium,EU,2.95
35562,'Bachelor''s',IT,Low,Australia,3.98
35563,'Bachelor''s',Engineering,High,Australia,2.42
35564,'Master''s',IT,Low,UK,3.55
35565,'Master''s',Health,High,Canada,2.61
35566,Diploma,Business,High,EU,3.26
35567,Diploma,IT,Low,Australia,2.82
35568,Diploma,Arts,Low,Australia,3.59
35569,'Master''s',Social Sciences,Medium,Australia,3.91
35570,PhD,Business,High,Canada,2.94
35571,Diploma,Arts,Medium,EU,3.8
35572,Diploma,Health,Medium,Canada,3.79
35573,'Master''s',Business,Low,UK,3.98
35574,PhD,Engineering,Medium,Canada,3.9
35575,PhD,Health,High,EU,3.53
35576,Diploma,Social Sciences,Low,Australia,2.72
35577,'Bachelor''s',Health,Medium,Australia,2.45
35578,Diploma,Engineering,High,Australia,3.84
35579,PhD,Business,Medium,Canada,2.03
35580,'Bachelor''s',IT,Medium,EU,3.92
35581,Diploma,Business,Medium,EU,3.73
35582,Diploma,Engineering,Low,Australia,3.66
35583,'Bachelor''s',IT,High,EU,3.52
35584,'Bachelor''s',IT,Medium,Canada,2.01
35585,'Master''s',Health,Low,EU,3.05
35586,Diploma,Engineering,High,Canada,2.31
35587,'Bachelor''s',Business,Medium,UK,2.29
35588,'Master''s',IT,Medium,Canada,3.98
35589,PhD,IT,Low,Canada,3.71
35590,'Bachelor''s',Arts,Low,UK,2.93
35591,'Bachelor''s',Business,Low,EU,3.18
35592,PhD,IT,Low,EU,3.38
35593,Diploma,Business,High,UK,2.65
35594,Diploma,Social Sciences,Low,Australia,2.92
35595,PhD,Engineering,Medium,Canada,2.62
35596,'Master''s',Engineering,Medium,UK,2.07
35597,Diploma,IT,Low,UK,3.37
35598,'Master''s',Health,Medium,EU,2.65
35599,'Bachelor''s',Health,Low,Australia,2.52
35600,PhD,Engineering,High,Australia,3.18
35601,Diploma,Social Sciences,Medium,UK,2.84
35602,'Master''s',IT,Medium,UK,3.99
35603,'Bachelor''s',Health,Low,Australia,3.9
35604,Diploma,Health,Low,UK,2.94
35605,'Bachelor''s',Engineering,High,EU,3.93
35606,'Bachelor''s',Business,Low,EU,2.11
35607,PhD,Social Sciences,High,EU,3.54
35608,'Bachelor''s',IT,Medium,Australia,2.35
35609,Diploma,Business,High,UK,2.77
35610,'Master''s',Health,Low,Canada,2.61
35611,'Master''s',Social Sciences,Low,Australia,2.72
35612,PhD,Arts,Medium,Canada,3.91
35613,Diploma,Business,High,Australia,3.32
35614,'Bachelor''s',Business,High,Australia,3.32
35615,PhD,Business,Medium,UK,2.71
35616,Diploma,Arts,Low,Canada,2.33
35617,Diploma,Arts,Low,EU,3.26
35618,'Bachelor''s',Engineering,High,Canada,3.84
35619,PhD,Business,Low,UK,2.97
35620,PhD,Social Sciences,Medium,EU,3.37
35621,Diploma,IT,Low,Australia,2.7
35622,'Master''s',Health,High,Canada,2.49
35623,Diploma,Business,Low,UK,3.48
35624,Diploma,Social Sciences,Medium,UK,2.58
35625,PhD,Arts,High,Australia,2.42
35626,'Bachelor''s',Arts,High,Canada,2.75
35627,'Bachelor''s',Business,Medium,Canada,2.05
35628,PhD,Business,Low,UK,3.72
35629,'Bachelor''s',Arts,Low,EU,3.09
35630,'Master''s',Health,Medium,Canada,1.59
35631,PhD,Arts,High,EU,2.69
35632,'Bachelor''s',IT,High,UK,2.94
35633,'Master''s',Engineering,Medium,Australia,3.98
35634,'Bachelor''s',Health,Low,UK,2.4
35635,'Master''s',Business,Low,UK,2.64
35636,'Bachelor''s',Engineering,Low,Australia,2.58
35637,PhD,Engineering,High,Australia,3.69
35638,PhD,Health,Medium,UK,2.89
35639,PhD,Business,Medium,UK,3.74
35640,PhD,Health,High,Canada,3.43
35641,'Bachelor''s',Social Sciences,High,UK,2.69
35642,'Master''s',Engineering,High,Canada,2.52
35643,'Bachelor''s',Engineering,Low,Canada,3.59
35644,PhD,Arts,Medium,Canada,2.76
35645,'Master''s',Business,High,Australia,3.63
35646,Diploma,Health,Medium,Australia,2.75
35647,PhD,IT,Medium,UK,2.66
35648,'Bachelor''s',Health,Medium,UK,2.0
35649,Diploma,Engineering,High,UK,2.81
35650,Diploma,IT,High,EU,2.99
35651,Diploma,Engineering,High,Australia,3.6
35652,'Bachelor''s',Health,Medium,Australia,1.93
35653,PhD,IT,Low,UK,2.6
35654,PhD,IT,Low,EU,2.84
35655,'Bachelor''s',Business,Medium,UK,2.68
35656,PhD,Social Sciences,High,EU,2.86
35657,Diploma,Arts,Low,Canada,3.46
35658,Diploma,Social Sciences,High,Australia,3.81
35659,PhD,Arts,Low,Canada,2.76
35660,PhD,Social Sciences,Low,Australia,3.63
35661,'Bachelor''s',Business,High,EU,3.77
35662,PhD,Health,High,EU,2.59
35663,'Bachelor''s',Engineering,High,Australia,2.82
35664,'Bachelor''s',Arts,High,EU,3.6
35665,'Bachelor''s',Engineering,High,UK,2.27
35666,'Bachelor''s',Engineering,Medium,Australia,2.89
35667,'Master''s',Business,Low,Australia,2.56
35668,'Master''s',Arts,Low,Australia,3.54
35669,'Bachelor''s',Health,High,EU,2.24
35670,'Master''s',Arts,Low,UK,3.97
35671,PhD,Business,High,Canada,3.36
35672,'Master''s',Health,Low,EU,2.1
35673,'Master''s',Health,Low,UK,3.87
35674,Diploma,Social Sciences,Medium,UK,2.54
35675,'Master''s',Business,Low,EU,3.88
35676,PhD,Arts,Low,Canada,2.67
35677,PhD,Business,Low,UK,2.41
35678,PhD,Social Sciences,High,Australia,3.26
35679,Diploma,Arts,Medium,UK,2.51
35680,'Bachelor''s',Health,Medium,UK,2.49
35681,Diploma,Business,Low,Australia,3.6
35682,PhD,Business,Low,UK,3.53
35683,Diploma,Business,Medium,EU,3.12
35684,Diploma,Social Sciences,Medium,Australia,3.45
35685,Diploma,Health,High,Canada,2.9
35686,'Bachelor''s',Engineering,Low,UK,2.09
35687,'Bachelor''s',Health,Low,Canada,3.94
35688,'Bachelor''s',Business,Low,UK,3.89
35689,'Master''s',Health,High,Canada,2.69
35690,Diploma,Engineering,Low,UK,2.77
35691,'Bachelor''s',Engineering,High,EU,2.6
35692,'Bachelor''s',Health,Medium,Canada,2.29
35693,'Bachelor''s',Social Sciences,Low,UK,2.27
35694,PhD,Engineering,High,Canada,3.49
35695,'Master''s',Arts,Medium,EU,3.95
35696,PhD,Social Sciences,Medium,Australia,2.39
35697,PhD,Engineering,Medium,Canada,2.9
35698,Diploma,Health,Medium,UK,3.59
35699,'Bachelor''s',Business,Medium,Australia,3.98
35700,Diploma,Business,Low,Canada,3.57
35701,PhD,Arts,High,Australia,2.74
35702,'Master''s',Business,Low,Canada,2.21
35703,PhD,Arts,High,EU,2.77
35704,PhD,Arts,Medium,EU,3.95
35705,PhD,Arts,High,Australia,3.51
35706,'Master''s',Health,Low,EU,2.7
35707,PhD,Business,Low,EU,3.37
35708,'Bachelor''s',Engineering,Low,EU,2.77
35709,PhD,IT,Low,EU,3.13
35710,PhD,Arts,Medium,Canada,3.59
35711,'Bachelor''s',Social Sciences,Medium,UK,2.34
35712,PhD,Social Sciences,Medium,Australia,2.3
35713,'Bachelor''s',IT,Low,EU,3.47
35714,'Bachelor''s',IT,Low,Canada,2.59
35715,PhD,Arts,Low,EU,3.07
35716,Diploma,Social Sciences,High,UK,3.62
35717,'Bachelor''s',Business,Low,Australia,2.63
35718,'Bachelor''s',Social Sciences,High,Australia,2.31
35719,PhD,Business,Low,UK,3.56
35720,Diploma,Social Sciences,Medium,EU,3.83
35721,'Master''s',Engineering,Low,EU,3.33
35722,'Bachelor''s',Social Sciences,High,UK,2.38
35723,Diploma,Health,Medium,UK,2.58
35724,PhD,Social Sciences,High,EU,2.85
35725,PhD,Social Sciences,High,UK,3.25
35726,PhD,Social Sciences,Low,Canada,2.62
35727,PhD,Business,Medium,Canada,3.52
35728,'Master''s',IT,High,EU,2.04
35729,'Bachelor''s',Arts,Low,Australia,1.93
35730,'Master''s',Engineering,High,Australia,3.8
35731,'Bachelor''s',Engineering,High,UK,2.21
35732,'Master''s',IT,High,UK,2.37
35733,Diploma,Social Sciences,Medium,Australia,2.67
35734,PhD,Arts,Medium,EU,3.09
35735,PhD,Arts,Medium,UK,2.69
35736,PhD,IT,Medium,EU,3.81
35737,Diploma,Health,Medium,Canada,3.12
35738,'Bachelor''s',Social Sciences,High,Australia,2.33
35739,'Bachelor''s',Business,Medium,UK,2.64
35740,Diploma,Health,High,Canada,3.45
35741,Diploma,Business,High,Canada,2.68
35742,Diploma,Health,Low,Canada,3.94
35743,'Master''s',Business,Low,Australia,3.57
35744,PhD,Engineering,High,Canada,3.33
35745,PhD,Health,Medium,EU,2.63
35746,PhD,Business,High,Australia,2.53
35747,'Master''s',Social Sciences,High,Australia,2.7
35748,'Master''s',Business,Medium,Australia,3.88
35749,PhD,Engineering,Medium,Australia,2.76
35750,'Master''s',Social Sciences,High,EU,3.9
35751,'Bachelor''s',IT,Low,EU,3.26
35752,PhD,Social Sciences,Medium,EU,3.34
35753,PhD,IT,Medium,Canada,2.17
35754,'Bachelor''s',Business,Low,Canada,2.3
35755,PhD,Social Sciences,High,UK,2.56
35756,Diploma,Business,High,UK,3.16
35757,Diploma,Arts,Medium,EU,2.31
35758,'Master''s',Health,Low,Australia,3.37
35759,Diploma,Engineering,Medium,Australia,2.85
35760,Diploma,IT,Medium,UK,4.0
35761,'Master''s',Social Sciences,Low,Canada,2.76
35762,PhD,Arts,Medium,Australia,3.94
35763,'Master''s',Social Sciences,Low,Canada,2.58
35764,'Bachelor''s',Health,Medium,Australia,2.4
35765,Diploma,Engineering,Medium,Canada,3.72
35766,Diploma,IT,Low,Australia,3.13
35767,'Bachelor''s',Arts,Medium,Canada,2.36
35768,'Master''s',Business,High,Canada,2.55
35769,'Master''s',Engineering,Medium,Canada,3.94
35770,'Master''s',IT,High,Canada,2.66
35771,Diploma,Arts,Low,Canada,2.57
35772,PhD,Health,High,Canada,3.45
35773,PhD,Health,Low,Australia,3.62
35774,'Master''s',Engineering,Low,Australia,3.88
35775,'Bachelor''s',Social Sciences,High,Canada,2.61
35776,PhD,Engineering,Low,EU,3.42
35777,PhD,Health,High,Australia,3.57
35778,PhD,Engineering,Medium,UK,2.42
35779,'Master''s',Health,Medium,UK,3.96
35780,'Bachelor''s',Health,Low,Canada,3.79
35781,PhD,Health,High,Australia,3.81
35782,Diploma,Business,Medium,Australia,3.87
35783,'Master''s',Arts,Medium,Canada,3.95
35784,'Master''s',Arts,Low,EU,3.61
35785,Diploma,Arts,High,UK,2.84
35786,'Master''s',Business,Low,Australia,2.47
35787,'Master''s',Health,Medium,EU,2.53
35788,'Master''s',Engineering,Low,Australia,3.66
35789,Diploma,Health,High,Australia,3.39
35790,PhD,IT,Medium,Canada,2.32
35791,Diploma,Social Sciences,High,EU,2.32
35792,Diploma,Arts,High,EU,3.68
35793,Diploma,Social Sciences,Medium,Canada,3.38
35794,'Master''s',IT,High,EU,3.53
35795,PhD,Health,High,Australia,2.8
35796,'Bachelor''s',Business,Low,Australia,3.08
35797,Diploma,Social Sciences,Low,Canada,3.04
35798,'Master''s',Health,High,Canada,3.47
35799,PhD,Business,High,UK,3.97
35800,Diploma,Arts,Low,Australia,2.37
35801,'Bachelor''s',Engineering,Low,EU,3.53
35802,Diploma,IT,High,Canada,3.68
35803,'Bachelor''s',Engineering,Medium,UK,2.54
35804,'Master''s',Engineering,Medium,Australia,2.46
35805,PhD,Social Sciences,Low,UK,3.17
35806,PhD,Engineering,Low,Australia,3.26
35807,Diploma,Engineering,Medium,Australia,3.63
35808,Diploma,Arts,Low,Canada,3.49
35809,Diploma,Business,High,Canada,2.69
35810,'Bachelor''s',Social Sciences,Medium,UK,2.43
35811,PhD,IT,Low,Canada,3.31
35812,Diploma,Arts,Low,Canada,3.15
35813,'Master''s',Social Sciences,Medium,UK,2.34
35814,PhD,Social Sciences,Medium,Canada,3.59
35815,Diploma,IT,Medium,EU,3.01
35816,'Bachelor''s',Arts,High,EU,2.55
35817,'Bachelor''s',Health,Low,EU,3.91
35818,PhD,Business,Low,UK,2.86
35819,Diploma,Arts,Medium,Canada,3.89
35820,PhD,Business,High,Australia,2.48
35821,'Master''s',Engineering,High,Canada,3.69
35822,'Bachelor''s',Engineering,Medium,UK,2.6
35823,'Master''s',Arts,Low,Canada,2.78
35824,'Bachelor''s',Business,Low,EU,2.52
35825,'Master''s',Arts,High,EU,2.89
35826,PhD,Arts,High,Australia,3.19
35827,'Master''s',Business,High,UK,3.76
35828,PhD,Business,High,Canada,2.41
35829,PhD,Arts,Medium,Canada,3.58
35830,PhD,Social Sciences,Low,UK,3.45
35831,Diploma,Social Sciences,High,EU,2.83
35832,'Master''s',Business,Low,Australia,2.75
35833,PhD,Engineering,Low,Canada,2.36
35834,PhD,Engineering,High,UK,2.56
35835,Diploma,IT,Medium,UK,2.81
35836,'Bachelor''s',Social Sciences,High,UK,3.3
35837,'Master''s',IT,Low,Australia,3.84
35838,Diploma,Arts,High,Canada,2.93
35839,Diploma,IT,Medium,Australia,3.71
35840,PhD,IT,Low,Australia,2.83
35841,Diploma,Social Sciences,Low,EU,3.73
35842,'Bachelor''s',IT,High,Canada,3.75
35843,PhD,Health,High,Canada,3.06
35844,'Bachelor''s',Social Sciences,Low,Canada,3.8
35845,Diploma,Engineering,Low,Canada,2.72
35846,Diploma,IT,Medium,EU,2.59
35847,PhD,Arts,High,Canada,3.16
35848,PhD,Business,Low,EU,3.56
35849,'Master''s',IT,High,UK,2.6
35850,Diploma,IT,High,Canada,2.74
35851,'Master''s',Business,High,Canada,3.78
35852,Diploma,Social Sciences,Medium,UK,2.76
35853,PhD,Engineering,Low,EU,2.75
35854,Diploma,Engineering,High,EU,3.9
35855,PhD,Engineering,High,Australia,3.49
35856,'Bachelor''s',Social Sciences,High,Canada,3.81
35857,PhD,IT,Medium,UK,3.73
35858,PhD,Health,Medium,EU,2.94
35859,Diploma,Health,Medium,Canada,2.65
35860,'Bachelor''s',IT,Low,Canada,2.09
35861,Diploma,Business,Medium,UK,3.31
35862,'Master''s',Health,Low,Canada,3.95
35863,Diploma,Business,Low,EU,3.04
35864,Diploma,Engineering,Medium,UK,2.74
35865,PhD,Business,High,Canada,3.51
35866,'Bachelor''s',Health,Low,EU,3.88
35867,PhD,Arts,Low,Canada,2.65
35868,Diploma,Health,High,EU,3.42
35869,'Master''s',Engineering,Low,Canada,3.13
35870,Diploma,Health,Medium,EU,3.12
35871,PhD,Arts,Medium,Australia,3.86
35872,'Master''s',Health,High,Canada,2.64
35873,'Bachelor''s',Social Sciences,Medium,Canada,2.01
35874,'Master''s',Business,Low,Canada,3.84
35875,PhD,Social Sciences,High,UK,3.37
35876,Diploma,Business,Low,Canada,3.09
35877,Diploma,Social Sciences,High,EU,3.12
35878,PhD,Social Sciences,High,Canada,2.81
35879,PhD,Social Sciences,Low,UK,3.73
35880,PhD,Arts,Low,EU,3.33
35881,PhD,Social Sciences,Low,EU,2.62
35882,'Bachelor''s',Business,Low,Australia,3.89
35883,'Master''s',IT,Low,UK,3.83
35884,PhD,Engineering,Low,Australia,3.18
35885,Diploma,Business,High,EU,3.81
35886,PhD,Health,Low,UK,3.94
35887,Diploma,Arts,Medium,Australia,3.46
35888,'Bachelor''s',IT,Low,UK,3.82
35889,'Master''s',Arts,Low,Australia,2.72
35890,'Master''s',Health,Low,EU,3.6
35891,Diploma,Health,Low,EU,3.05
35892,'Master''s',IT,Low,Australia,3.85
35893,'Master''s',Engineering,High,UK,3.62
35894,PhD,Business,High,Canada,2.15
35895,PhD,IT,Low,UK,3.43
35896,'Bachelor''s',IT,Low,EU,3.95
35897,'Bachelor''s',Engineering,Low,EU,3.83
35898,Diploma,Social Sciences,Medium,UK,2.27
35899,'Master''s',IT,Low,Australia,2.88
35900,'Master''s',Health,Low,Australia,3.61
35901,Diploma,IT,Low,EU,3.57
35902,Diploma,Social Sciences,High,Australia,3.41
35903,PhD,Arts,High,UK,2.73
35904,Diploma,Engineering,High,EU,2.7
35905,PhD,Health,High,EU,3.72
35906,'Bachelor''s',Business,Low,EU,2.25
35907,PhD,Health,Medium,UK,3.4
35908,'Master''s',Arts,High,Australia,3.69
35909,'Bachelor''s',Arts,High,Canada,3.69
35910,'Master''s',IT,High,Canada,2.46
35911,Diploma,Health,Low,Canada,3.64
35912,PhD,IT,Medium,Canada,3.93
35913,'Master''s',Health,Medium,Australia,3.85
35914,'Bachelor''s',Business,Low,UK,2.68
35915,'Master''s',Social Sciences,High,UK,2.95
35916,'Master''s',Business,Low,UK,4.0
35917,Diploma,Business,Medium,UK,3.0
35918,Diploma,Engineering,Low,EU,2.89
35919,Diploma,Engineering,Medium,Canada,2.43
35920,'Master''s',Arts,High,Australia,2.42
35921,Diploma,Arts,High,Canada,3.62
35922,PhD,Engineering,Low,Australia,3.06
35923,Diploma,Engineering,Medium,Canada,3.04
35924,Diploma,Arts,High,EU,3.02
35925,Diploma,Business,Medium,Canada,2.39
35926,PhD,Business,Low,Australia,3.68
35927,PhD,Business,High,Australia,3.81
35928,'Bachelor''s',Engineering,High,Australia,2.21
35929,'Master''s',IT,Medium,EU,3.9
35930,Diploma,Engineering,High,Canada,3.04
35931,Diploma,Social Sciences,High,Australia,3.11
35932,'Bachelor''s',IT,Low,Canada,2.48
35933,PhD,IT,High,UK,3.41
35934,'Bachelor''s',Social Sciences,Medium,Canada,2.61
35935,Diploma,IT,Low,EU,3.08
35936,'Bachelor''s',Engineering,Low,Australia,3.85
35937,'Bachelor''s',Business,Low,EU,3.76
35938,Diploma,Arts,Medium,EU,3.79
35939,'Master''s',Arts,Medium,Canada,3.54
35940,'Master''s',Engineering,Low,Australia,1.96
35941,'Bachelor''s',Social Sciences,High,Canada,2.63
35942,PhD,IT,Medium,Canada,2.95
35943,'Master''s',Business,Medium,EU,3.96
35944,Diploma,Business,Low,EU,3.41
35945,Diploma,IT,High,Australia,3.47
35946,PhD,Health,Medium,EU,3.68
35947,'Bachelor''s',Social Sciences,Medium,Canada,3.98
35948,'Master''s',Business,Low,Canada,3.75
35949,'Bachelor''s',IT,High,EU,2.8
35950,'Master''s',IT,High,Australia,3.01
35951,'Master''s',Engineering,Low,UK,2.74
35952,'Bachelor''s',Social Sciences,Low,UK,3.84
35953,PhD,IT,Low,Australia,2.85
35954,Diploma,IT,Medium,Australia,3.66
35955,PhD,Engineering,Medium,Australia,3.38
35956,PhD,Engineering,Medium,UK,3.83
35957,PhD,Business,High,Canada,2.79
35958,Diploma,Health,Medium,Canada,3.58
35959,PhD,Social Sciences,Low,Australia,2.97
35960,Diploma,Business,Medium,Australia,2.84
35961,PhD,Business,Low,EU,3.75
35962,PhD,Arts,Medium,UK,2.68
35963,Diploma,Business,High,EU,2.64
35964,Diploma,Arts,High,UK,2.79
35965,Diploma,Arts,Low,EU,2.59
35966,PhD,Social Sciences,Low,EU,3.18
35967,Diploma,IT,Low,Australia,3.0
35968,Diploma,Social Sciences,Low,EU,3.14
35969,Diploma,Engineering,High,EU,3.55
35970,'Master''s',Business,Medium,UK,2.18
35971,'Bachelor''s',Health,Low,Australia,2.59
35972,'Master''s',Engineering,High,EU,2.59
35973,PhD,Arts,Low,UK,3.88
35974,PhD,Business,Medium,Canada,3.76
35975,'Bachelor''s',Health,Low,UK,2.7
35976,'Master''s',IT,Medium,Australia,3.78
35977,PhD,Arts,Medium,UK,2.56
35978,'Bachelor''s',IT,Low,UK,2.69
35979,'Bachelor''s',Business,High,Canada,3.59
35980,'Master''s',IT,Medium,Canada,3.96
35981,PhD,Engineering,Low,EU,3.22
35982,'Master''s',Business,Low,UK,2.48
35983,Diploma,Arts,Low,UK,3.18
35984,Diploma,IT,Low,UK,2.72
35985,'Master''s',Arts,Medium,EU,1.98
35986,PhD,Engineering,High,UK,2.98
35987,Diploma,Engineering,Low,Australia,2.58
35988,Diploma,Engineering,High,Australia,3.71
35989,'Bachelor''s',IT,Low,Australia,2.61
35990,Diploma,Engineering,Medium,Australia,2.9
35991,'Bachelor''s',IT,Low,Australia,2.2
35992,Diploma,Engineering,Low,EU,3.17
35993,PhD,Health,Medium,EU,2.54
35994,PhD,Health,Low,Australia,2.67
35995,'Bachelor''s',Business,Low,UK,3.91
35996,PhD,Business,Low,UK,3.16
35997,Diploma,Social Sciences,Medium,EU,2.86
35998,PhD,Arts,Low,EU,3.95
35999,'Master''s',IT,High,UK,2.29
36000,PhD,Engineering,Low,Australia,3.5
36001,'Master''s',Business,Medium,Australia,2.26
36002,'Master''s',Engineering,Medium,Australia,2.42
36003,Diploma,Social Sciences,High,UK,3.18
36004,PhD,Health,Medium,EU,3.08
36005,'Bachelor''s',Social Sciences,Low,UK,3.58
36006,'Bachelor''s',Business,High,Canada,2.62
36007,'Bachelor''s',Engineering,High,UK,3.18
36008,PhD,Engineering,High,UK,3.62
36009,Diploma,Health,Low,Canada,2.67
36010,Diploma,IT,Low,Canada,2.6
36011,Diploma,Engineering,Low,Canada,2.5
36012,Diploma,Arts,Medium,UK,3.69
36013,Diploma,Health,Low,EU,3.49
36014,Diploma,Social Sciences,High,UK,3.63
36015,Diploma,Arts,High,Canada,3.04
36016,PhD,Business,High,Canada,3.34
36017,PhD,Health,Low,EU,2.72
36018,'Master''s',Social Sciences,High,EU,2.69
36019,Diploma,Health,Low,EU,2.52
36020,Diploma,Engineering,Medium,UK,3.29
36021,'Master''s',Engineering,Low,EU,2.78
36022,PhD,Engineering,High,UK,3.7
36023,'Bachelor''s',Social Sciences,Low,UK,3.52
36024,Diploma,Business,Medium,Australia,3.44
36025,'Bachelor''s',Social Sciences,Medium,EU,3.86
36026,'Master''s',Arts,Medium,Canada,2.45
36027,Diploma,IT,Low,UK,3.77
36028,'Master''s',Engineering,Medium,Canada,2.7
36029,PhD,Business,Low,UK,3.2
36030,PhD,Arts,Medium,Canada,3.67
36031,'Bachelor''s',Social Sciences,Low,Australia,3.46
36032,'Master''s',Health,Medium,EU,3.9
36033,PhD,Social Sciences,Medium,EU,3.66
36034,Diploma,Engineering,Medium,EU,2.71
36035,PhD,Social Sciences,High,Canada,3.62
36036,PhD,Health,High,Australia,3.98
36037,Diploma,IT,Low,Canada,3.56
36038,PhD,Engineering,High,EU,2.83
36039,'Bachelor''s',Engineering,Low,Canada,2.33
36040,Diploma,Health,Low,EU,3.57
36041,PhD,Social Sciences,Medium,Australia,2.91
36042,'Bachelor''s',Arts,Medium,Canada,3.86
36043,Diploma,Arts,High,Australia,3.25
36044,PhD,Social Sciences,High,UK,2.46
36045,Diploma,Arts,High,UK,3.67
36046,Diploma,IT,Medium,UK,3.85
36047,Diploma,Business,Low,Australia,2.59
36048,Diploma,Engineering,High,EU,2.63
36049,'Master''s',Health,High,EU,3.32
36050,'Master''s',Engineering,Low,EU,3.68
